1959-10-05 21:01:14.828125,1959-10-05 21:01:14.828125
145.65625,0.640625
154.65625,0.687500
155.328125,0.671875
156.0625,0.734375
156.90625,0.843750
157.71875,0.812500
158.4375,0.718750
159.1875,0.750000
159.984375,0.796875
160.765625,0.781250
161.484375,0.718750
162.203125,0.718750
162.90625,0.703125
163.578125,0.671875
164.28125,0.703125
165.046875,0.765625
165.828125,0.781250
166.59375,0.765625
172.65625,0.781250
173.421875,0.765625
174.140625,0.718750
174.828125,0.687500
175.546875,0.718750
176.28125,0.734375
177.015625,0.734375
177.734375,0.718750
178.515625,0.781250
179.296875,0.781250
180.0625,0.765625
184.203125,0.765625
184.921875,0.718750
185.6875,0.765625
186.4375,0.750000
199.65625,0.718750
200.28125,0.625000
200.875,0.593750
201.53125,0.656250
202.1875,0.656250
202.875,0.687500
203.546875,0.671875
204.203125,0.656250
204.953125,0.750000
205.78125,0.828125
206.5625,0.781250
207.28125,0.718750
207.984375,0.703125
208.6875,0.703125
209.453125,0.765625
210.171875,0.718750
210.84375,0.671875
211.453125,0.609375
212.046875,0.593750
212.65625,0.609375
213.28125,0.625000
213.953125,0.671875
214.640625,0.687500
215.390625,0.750000
216.140625,0.750000
216.921875,0.781250
217.578125,0.656250
94.640625,0.640625
95.28125,0.640625
95.96875,0.687500
96.65625,0.687500
97.265625,0.609375
97.84375,0.578125
98.40625,0.562500
98.984375,0.578125
104.953125,0.703125
105.609375,0.656250
106.1875,0.578125
109.125,0.625000
116.484375,0.671875
117.171875,0.687500
117.859375,0.687500
118.53125,0.671875
119.1875,0.656250
119.84375,0.656250
120.484375,0.640625
121.09375,0.609375
121.75,0.656250
122.40625,0.656250
123.03125,0.625000
130.6875,0.625000
131.28125,0.593750
131.921875,0.640625
132.546875,0.625000
133.1875,0.640625
133.8125,0.625000
145.015625,0.625000
218.28125,0.703125
218.984375,0.703125
225.375,0.625000
226.046875,0.671875
226.703125,0.656250
227.359375,0.656250
227.96875,0.609375
228.5625,0.593750
229.171875,0.609375
229.8125,0.640625
230.453125,0.640625
231.078125,0.625000
231.71875,0.640625
232.375,0.656250
233.0625,0.687500
233.734375,0.671875
234.375,0.640625
235.0,0.625000
235.640625,0.640625
236.25,0.609375
236.890625,0.640625
237.5625,0.671875
238.203125,0.640625
238.96875,0.765625
239.703125,0.734375
240.5,0.796875
241.21875,0.718750
241.96875,0.750000
242.703125,0.734375
243.453125,0.750000
145.65625,0.640625
154.65625,0.687500
155.328125,0.671875
156.0625,0.734375
156.90625,0.843750
157.71875,0.812500
158.4375,0.718750
159.1875,0.750000
159.984375,0.796875
160.765625,0.781250
161.484375,0.718750
162.203125,0.718750
162.90625,0.703125
163.578125,0.671875
164.28125,0.703125
165.046875,0.765625
165.828125,0.781250
166.59375,0.765625
172.65625,0.781250
173.421875,0.765625
174.140625,0.718750
174.828125,0.687500
175.546875,0.718750
176.28125,0.734375
177.015625,0.734375
177.734375,0.718750
178.515625,0.781250
179.296875,0.781250
180.0625,0.765625
184.203125,0.765625
244.171875,0.718750
250.53125,0.781250
255.515625,0.703125
256.3125,0.796875
257.109375,0.796875
257.859375,0.750000
258.625,0.765625
259.296875,0.671875
259.953125,0.656250
260.59375,0.640625
261.265625,0.671875
265.578125,0.718750
266.28125,0.703125
266.984375,0.703125
267.65625,0.671875
268.28125,0.625000
268.890625,0.609375
269.546875,0.656250
270.203125,0.656250
270.875,0.671875
271.609375,0.734375
272.359375,0.750000
273.03125,0.671875
273.703125,0.671875
274.390625,0.687500
275.046875,0.656250
275.703125,0.656250
276.390625,0.687500
277.0625,0.671875
277.75,0.687500
184.921875,0.718750
185.6875,0.765625
186.4375,0.750000
199.65625,0.718750
200.28125,0.625000
200.875,0.593750
201.53125,0.656250
202.1875,0.656250
202.875,0.687500
203.546875,0.671875
204.203125,0.656250
204.953125,0.750000
205.78125,0.828125
206.5625,0.781250
207.28125,0.718750
207.984375,0.703125
208.6875,0.703125
209.453125,0.765625
210.171875,0.718750
210.84375,0.671875
211.453125,0.609375
212.046875,0.593750
212.65625,0.609375
213.28125,0.625000
213.953125,0.671875
214.640625,0.687500
215.390625,0.750000
216.140625,0.750000
216.921875,0.781250
217.578125,0.656250
278.46875,0.718750
284.203125,0.656250
284.84375,0.640625
285.46875,0.625000
286.21875,0.750000
286.953125,0.734375
287.640625,0.687500
288.28125,0.640625
288.9375,0.656250
289.625,0.687500
290.296875,0.671875
290.9375,0.640625
291.609375,0.671875
292.25,0.640625
292.90625,0.656250
293.515625,0.609375
294.140625,0.625000
294.765625,0.625000
295.40625,0.640625
296.015625,0.609375
296.625,0.609375
297.25,0.625000
297.875,0.625000
298.5,0.625000
299.109375,0.609375
299.703125,0.593750
300.296875,0.593750
307.65625,0.656250
308.296875,0.640625
308.921875,0.625000
218.28125,0.703125
218.984375,0.703125
225.375,0.625000
226.046875,0.671875
226.703125,0.656250
227.359375,0.656250
227.96875,0.609375
228.5625,0.593750
229.171875,0.609375
229.8125,0.640625
230.453125,0.640625
231.078125,0.625000
231.71875,0.640625
232.375,0.656250
233.0625,0.687500
233.734375,0.671875
234.375,0.640625
235.0,0.625000
235.640625,0.640625
236.25,0.609375
236.890625,0.640625
237.5625,0.671875
238.203125,0.640625
238.96875,0.765625
239.703125,0.734375
240.5,0.796875
241.21875,0.718750
241.96875,0.750000
242.703125,0.734375
243.453125,0.750000
309.59375,0.671875
310.265625,0.671875
310.890625,0.625000
311.53125,0.640625
312.1875,0.656250
312.828125,0.640625
313.421875,0.593750
314.046875,0.625000
314.640625,0.593750
315.265625,0.625000
315.859375,0.593750
316.453125,0.593750
317.046875,0.593750
317.65625,0.609375
318.25,0.593750
318.828125,0.578125
319.421875,0.593750
320.03125,0.609375
320.65625,0.625000
321.28125,0.625000
321.890625,0.609375
322.515625,0.625000
323.203125,0.687500
323.890625,0.687500
324.53125,0.640625
325.140625,0.609375
325.734375,0.593750
326.328125,0.593750
326.9375,0.609375
327.515625,0.578125
328.09375,0.578125
328.6875,0.593750
329.28125,0.593750
329.890625,0.609375
330.515625,0.625000
331.15625,0.640625
331.796875,0.640625
332.390625,0.593750
332.96875,0.578125
333.53125,0.562500
334.125,0.593750
334.75,0.625000
335.359375,0.609375
335.96875,0.609375
336.59375,0.625000
337.234375,0.640625
337.875,0.640625
338.484375,0.609375
339.09375,0.609375
339.6875,0.593750
340.3125,0.625000
341.046875,0.734375
341.78125,0.734375
342.453125,0.671875
343.09375,0.640625
343.765625,0.671875
344.4375,0.671875
345.140625,0.703125
345.859375,0.718750
346.515625,0.656250
244.171875,0.718750
250.53125,0.781250
255.515625,0.703125
256.3125,0.796875
257.109375,0.796875
257.859375,0.750000
258.625,0.765625
259.296875,0.671875
259.953125,0.656250
260.59375,0.640625
261.265625,0.671875
265.578125,0.718750
266.28125,0.703125
266.984375,0.703125
267.65625,0.671875
268.28125,0.625000
268.890625,0.609375
269.546875,0.656250
270.203125,0.656250
270.875,0.671875
271.609375,0.734375
272.359375,0.750000
273.03125,0.671875
273.703125,0.671875
274.390625,0.687500
275.046875,0.656250
275.703125,0.656250
276.390625,0.687500
277.0625,0.671875
277.75,0.687500
347.140625,0.625000
353.46875,0.671875
354.125,0.656250
354.859375,0.734375
355.578125,0.718750
356.25,0.671875
356.859375,0.609375
357.5,0.640625
358.15625,0.656250
358.8125,0.656250
359.53125,0.718750
360.21875,0.687500
360.921875,0.703125
361.65625,0.734375
362.34375,0.687500
363.0,0.656250
363.6875,0.687500
364.34375,0.656250
364.96875,0.625000
365.59375,0.625000
366.265625,0.671875
366.9375,0.671875
367.578125,0.640625
368.21875,0.640625
368.890625,0.671875
369.5625,0.671875
370.21875,0.656250
370.859375,0.640625
371.515625,0.656250
372.203125,0.687500
372.953125,0.750000
373.625,0.671875
374.25,0.625000
374.921875,0.671875
375.625,0.703125
376.28125,0.656250
376.953125,0.671875
377.625,0.671875
378.25,0.625000
378.875,0.625000
379.53125,0.656250
380.171875,0.640625
380.8125,0.640625
381.46875,0.656250
382.140625,0.671875
382.796875,0.656250
383.421875,0.625000
384.0625,0.640625
384.703125,0.640625
385.34375,0.640625
385.953125,0.609375
386.609375,0.656250
387.21875,0.609375
387.859375,0.640625
388.484375,0.625000
389.125,0.640625
389.765625,0.640625
390.4375,0.671875
391.125,0.687500
391.78125,0.656250
278.46875,0.718750
284.203125,0.656250
284.84375,0.640625
285.46875,0.625000
286.21875,0.750000
286.953125,0.734375
287.640625,0.687500
288.28125,0.640625
288.9375,0.656250
289.625,0.687500
290.296875,0.671875
290.9375,0.640625
291.609375,0.671875
292.25,0.640625
292.90625,0.656250
293.515625,0.609375
294.140625,0.625000
294.765625,0.625000
295.40625,0.640625
296.015625,0.609375
296.625,0.609375
297.25,0.625000
297.875,0.625000
298.5,0.625000
299.109375,0.609375
299.703125,0.593750
300.296875,0.593750
307.65625,0.656250
308.296875,0.640625
308.921875,0.625000
309.59375,0.671875
310.265625,0.671875
310.890625,0.625000
311.53125,0.640625
312.1875,0.656250
312.828125,0.640625
313.421875,0.593750
314.046875,0.625000
314.640625,0.593750
315.265625,0.625000
315.859375,0.593750
316.453125,0.593750
317.046875,0.593750
317.65625,0.609375
318.25,0.593750
318.828125,0.578125
319.421875,0.593750
320.03125,0.609375
320.65625,0.625000
321.28125,0.625000
321.890625,0.609375
322.515625,0.625000
323.203125,0.687500
323.890625,0.687500
324.53125,0.640625
325.140625,0.609375
325.734375,0.593750
326.328125,0.593750
326.9375,0.609375
327.515625,0.578125
392.453125,0.671875
393.140625,0.687500
393.765625,0.625000
394.359375,0.593750
394.96875,0.609375
401.21875,0.703125
401.890625,0.671875
402.546875,0.656250
403.234375,0.687500
403.9375,0.703125
404.59375,0.656250
405.265625,0.671875
405.90625,0.640625
406.515625,0.609375
407.078125,0.562500
407.625,0.546875
408.171875,0.546875
408.75,0.578125
409.359375,0.609375
410.0,0.640625
410.65625,0.656250
411.296875,0.640625
411.890625,0.593750
412.5,0.609375
413.109375,0.609375
413.71875,0.609375
414.359375,0.640625
415.03125,0.671875
415.71875,0.687500
416.375,0.656250
328.09375,0.578125
328.6875,0.593750
329.28125,0.593750
329.890625,0.609375
330.515625,0.625000
331.15625,0.640625
331.796875,0.640625
332.390625,0.593750
332.96875,0.578125
333.53125,0.562500
334.125,0.593750
334.75,0.625000
335.359375,0.609375
335.96875,0.609375
336.59375,0.625000
337.234375,0.640625
337.875,0.640625
338.484375,0.609375
339.09375,0.609375
339.6875,0.593750
340.3125,0.625000
341.046875,0.734375
341.78125,0.734375
342.453125,0.671875
343.09375,0.640625
343.765625,0.671875
344.4375,0.671875
345.140625,0.703125
345.859375,0.718750
346.515625,0.656250
347.140625,0.625000
353.46875,0.671875
354.125,0.656250
354.859375,0.734375
355.578125,0.718750
356.25,0.671875
356.859375,0.609375
357.5,0.640625
358.15625,0.656250
358.8125,0.656250
359.53125,0.718750
360.21875,0.687500
360.921875,0.703125
361.65625,0.734375
362.34375,0.687500
363.0,0.656250
363.6875,0.687500
364.34375,0.656250
364.96875,0.625000
365.59375,0.625000
366.265625,0.671875
366.9375,0.671875
367.578125,0.640625
368.21875,0.640625
368.890625,0.671875
369.5625,0.671875
370.21875,0.656250
370.859375,0.640625
371.515625,0.656250
372.203125,0.687500
417.015625,0.640625
417.640625,0.625000
418.265625,0.625000
418.953125,0.687500
419.671875,0.718750
440.125,0.781250
440.828125,0.703125
441.5,0.671875
442.1875,0.687500
442.9375,0.750000
443.71875,0.781250
444.5,0.781250
445.234375,0.734375
445.953125,0.718750
446.65625,0.703125
447.34375,0.687500
448.03125,0.687500
448.71875,0.687500
449.453125,0.734375
450.203125,0.750000
450.953125,0.750000
451.65625,0.703125
452.328125,0.671875
452.984375,0.656250
453.625,0.640625
454.296875,0.671875
455.015625,0.718750
455.78125,0.765625
456.515625,0.734375
457.234375,0.718750
372.953125,0.750000
373.625,0.671875
374.25,0.625000
374.921875,0.671875
375.625,0.703125
376.28125,0.656250
376.953125,0.671875
377.625,0.671875
378.25,0.625000
378.875,0.625000
379.53125,0.656250
380.171875,0.640625
380.8125,0.640625
381.46875,0.656250
382.140625,0.671875
382.796875,0.656250
383.421875,0.625000
384.0625,0.640625
384.703125,0.640625
385.34375,0.640625
385.953125,0.609375
386.609375,0.656250
387.21875,0.609375
387.859375,0.640625
388.484375,0.625000
389.125,0.640625
389.765625,0.640625
390.4375,0.671875
391.125,0.687500
391.78125,0.656250
457.953125,0.718750
458.640625,0.687500
459.296875,0.656250
459.96875,0.671875
460.59375,0.625000
467.03125,0.671875
467.6875,0.656250
468.34375,0.656250
469.078125,0.734375
469.8125,0.734375
470.5625,0.750000
471.296875,0.734375
471.984375,0.687500
472.625,0.640625
473.28125,0.656250
473.921875,0.640625
474.671875,0.750000
475.453125,0.781250
476.234375,0.781250
476.984375,0.750000
477.71875,0.734375
478.4375,0.718750
479.171875,0.734375
479.875,0.703125
480.578125,0.703125
481.3125,0.734375
482.0625,0.750000
482.78125,0.718750
483.453125,0.671875
484.125,0.671875
392.453125,0.671875
393.140625,0.687500
393.765625,0.625000
394.359375,0.593750
394.96875,0.609375
401.21875,0.703125
401.890625,0.671875
402.546875,0.656250
403.234375,0.687500
403.9375,0.703125
404.59375,0.656250
405.265625,0.671875
405.90625,0.640625
406.515625,0.609375
407.078125,0.562500
407.625,0.546875
408.171875,0.546875
408.75,0.578125
409.359375,0.609375
410.0,0.640625
410.65625,0.656250
411.296875,0.640625
411.890625,0.593750
412.5,0.609375
413.109375,0.609375
413.71875,0.609375
414.359375,0.640625
415.03125,0.671875
415.71875,0.687500
416.375,0.656250
484.796875,0.671875
485.484375,0.687500
486.234375,0.750000
486.984375,0.750000
487.703125,0.718750
488.40625,0.703125
489.09375,0.687500
489.734375,0.640625
490.375,0.640625
491.0,0.625000
491.65625,0.656250
492.375,0.718750
493.140625,0.765625
493.90625,0.765625
494.65625,0.750000
495.375,0.718750
496.09375,0.718750
496.765625,0.671875
497.4375,0.671875
498.140625,0.703125
498.875,0.734375
499.609375,0.734375
500.359375,0.750000
501.125,0.765625
501.90625,0.781250
502.65625,0.750000
503.359375,0.703125
504.0625,0.703125
504.765625,0.703125
505.46875,0.703125
506.21875,0.750000
506.953125,0.734375
507.65625,0.703125
508.40625,0.750000
509.140625,0.734375
509.890625,0.750000
510.59375,0.703125
511.265625,0.671875
511.96875,0.703125
512.6875,0.718750
513.4375,0.750000
514.171875,0.734375
514.875,0.703125
515.5625,0.687500
516.25,0.687500
516.875,0.625000
517.515625,0.640625
518.140625,0.625000
518.75,0.609375
519.375,0.625000
519.96875,0.593750
520.546875,0.578125
521.171875,0.625000
521.796875,0.625000
522.40625,0.609375
523.03125,0.625000
523.671875,0.640625
524.328125,0.656250
525.0,0.671875
525.671875,0.671875
417.015625,0.640625
417.640625,0.625000
418.265625,0.625000
418.953125,0.687500
419.671875,0.718750
440.125,0.781250
440.828125,0.703125
441.5,0.671875
442.1875,0.687500
442.9375,0.750000
443.71875,0.781250
444.5,0.781250
445.234375,0.734375
445.953125,0.718750
446.65625,0.703125
447.34375,0.687500
448.03125,0.687500
448.71875,0.687500
449.453125,0.734375
450.203125,0.750000
450.953125,0.750000
451.65625,0.703125
452.328125,0.671875
452.984375,0.656250
453.625,0.640625
454.296875,0.671875
455.015625,0.718750
455.78125,0.765625
456.515625,0.734375
457.234375,0.718750
526.34375,0.671875
527.015625,0.671875
527.703125,0.687500
528.40625,0.703125
529.109375,0.703125
529.796875,0.687500
530.5,0.703125
531.21875,0.718750
531.90625,0.687500
532.546875,0.640625
533.21875,0.671875
533.890625,0.671875
534.578125,0.687500
535.296875,0.718750
536.015625,0.718750
536.703125,0.687500
537.4375,0.734375
538.1875,0.750000
538.90625,0.718750
539.59375,0.687500
540.3125,0.718750
541.015625,0.703125
541.671875,0.656250
542.34375,0.671875
543.015625,0.671875
543.6875,0.671875
544.390625,0.703125
545.0625,0.671875
545.734375,0.671875
546.421875,0.687500
457.953125,0.718750
458.640625,0.687500
459.296875,0.656250
459.96875,0.671875
460.59375,0.625000
467.03125,0.671875
467.6875,0.656250
468.34375,0.656250
469.078125,0.734375
469.8125,0.734375
470.5625,0.750000
471.296875,0.734375
471.984375,0.687500
472.625,0.640625
473.28125,0.656250
473.921875,0.640625
474.671875,0.750000
475.453125,0.781250
476.234375,0.781250
476.984375,0.750000
477.71875,0.734375
478.4375,0.718750
479.171875,0.734375
479.875,0.703125
480.578125,0.703125
481.3125,0.734375
482.0625,0.750000
482.78125,0.718750
483.453125,0.671875
484.125,0.671875
547.140625,0.718750
547.828125,0.687500
548.46875,0.640625
549.109375,0.640625
549.765625,0.656250
550.453125,0.687500
551.15625,0.703125
551.859375,0.703125
552.546875,0.687500
553.21875,0.671875
553.890625,0.671875
554.5625,0.671875
555.21875,0.656250
555.875,0.656250
556.515625,0.640625
557.171875,0.656250
557.859375,0.687500
558.59375,0.734375
559.328125,0.734375
560.046875,0.718750
560.71875,0.671875
561.359375,0.640625
564.609375,0.687500
565.328125,0.718750
566.03125,0.703125
566.734375,0.703125
567.40625,0.671875
568.09375,0.687500
568.796875,0.703125
569.5,0.703125
484.796875,0.671875
485.484375,0.687500
486.234375,0.750000
486.984375,0.750000
487.703125,0.718750
488.40625,0.703125
489.09375,0.687500
489.734375,0.640625
490.375,0.640625
491.0,0.625000
491.65625,0.656250
492.375,0.718750
493.140625,0.765625
493.90625,0.765625
494.65625,0.750000
495.375,0.718750
496.09375,0.718750
496.765625,0.671875
497.4375,0.671875
498.140625,0.703125
498.875,0.734375
499.609375,0.734375
500.359375,0.750000
501.125,0.765625
501.90625,0.781250
502.65625,0.750000
503.359375,0.703125
504.0625,0.703125
504.765625,0.703125
505.46875,0.703125
570.1875,0.687500
570.875,0.687500
571.53125,0.656250
572.171875,0.640625
572.828125,0.656250
573.515625,0.687500
574.25,0.734375
574.984375,0.734375
575.6875,0.703125
576.359375,0.671875
577.015625,0.656250
577.65625,0.640625
578.265625,0.609375
578.890625,0.625000
579.515625,0.625000
580.1875,0.671875
580.890625,0.703125
581.640625,0.750000
582.359375,0.718750
583.0625,0.703125
583.75,0.687500
589.171875,0.703125
589.875,0.703125
590.5625,0.687500
591.25,0.687500
591.9375,0.687500
592.625,0.687500
593.3125,0.687500
593.96875,0.656250
594.625,0.656250
506.21875,0.750000
506.953125,0.734375
507.65625,0.703125
508.40625,0.750000
509.140625,0.734375
509.890625,0.750000
510.59375,0.703125
511.265625,0.671875
511.96875,0.703125
512.6875,0.718750
513.4375,0.750000
514.171875,0.734375
514.875,0.703125
515.5625,0.687500
516.25,0.687500
516.875,0.625000
517.515625,0.640625
518.140625,0.625000
518.75,0.609375
519.375,0.625000
519.96875,0.593750
520.546875,0.578125
521.171875,0.625000
521.796875,0.625000
522.40625,0.609375
523.03125,0.625000
523.671875,0.640625
524.328125,0.656250
525.0,0.671875
525.671875,0.671875
526.34375,0.671875
527.015625,0.671875
527.703125,0.687500
528.40625,0.703125
529.109375,0.703125
529.796875,0.687500
530.5,0.703125
531.21875,0.718750
531.90625,0.687500
532.546875,0.640625
533.21875,0.671875
533.890625,0.671875
534.578125,0.687500
535.296875,0.718750
536.015625,0.718750
536.703125,0.687500
537.4375,0.734375
538.1875,0.750000
538.90625,0.718750
539.59375,0.687500
540.3125,0.718750
541.015625,0.703125
541.671875,0.656250
542.34375,0.671875
543.015625,0.671875
543.6875,0.671875
544.390625,0.703125
545.0625,0.671875
545.734375,0.671875
546.421875,0.687500
595.28125,0.656250
615.46875,0.609375
616.09375,0.625000
616.6875,0.593750
617.3125,0.625000
617.96875,0.656250
618.65625,0.687500
619.3125,0.656250
619.96875,0.656250
620.59375,0.625000
621.1875,0.593750
621.765625,0.578125
622.34375,0.578125
622.953125,0.609375
623.640625,0.687500
624.296875,0.656250
624.96875,0.671875
625.734375,0.765625
626.46875,0.734375
627.140625,0.671875
627.765625,0.625000
628.375,0.609375
629.015625,0.640625
629.671875,0.656250
630.3125,0.640625
630.921875,0.609375
631.546875,0.625000
632.1875,0.640625
632.890625,0.703125
633.59375,0.703125
547.140625,0.718750
547.828125,0.687500
548.46875,0.640625
549.109375,0.640625
549.765625,0.656250
550.453125,0.687500
551.15625,0.703125
551.859375,0.703125
552.546875,0.687500
553.21875,0.671875
553.890625,0.671875
554.5625,0.671875
555.21875,0.656250
555.875,0.656250
556.515625,0.640625
557.171875,0.656250
557.859375,0.687500
558.59375,0.734375
559.328125,0.734375
560.046875,0.718750
560.71875,0.671875
561.359375,0.640625
564.609375,0.687500
565.328125,0.718750
566.03125,0.703125
566.734375,0.703125
567.40625,0.671875
568.09375,0.687500
568.796875,0.703125
569.5,0.703125
634.25,0.656250
634.890625,0.640625
635.53125,0.640625
636.1875,0.656250
636.828125,0.640625
637.453125,0.625000
638.109375,0.656250
638.84375,0.734375
639.53125,0.687500
640.171875,0.640625
640.796875,0.625000
641.4375,0.640625
642.109375,0.671875
642.8125,0.703125
643.515625,0.703125
644.203125,0.687500
649.921875,0.640625
650.625,0.703125
651.328125,0.703125
652.0,0.671875
652.640625,0.640625
653.25,0.609375
653.859375,0.609375
654.46875,0.609375
655.0625,0.593750
655.671875,0.609375
656.296875,0.625000
656.875,0.578125
657.453125,0.578125
658.03125,0.578125
658.640625,0.609375
659.265625,0.625000
659.921875,0.656250
660.5625,0.640625
661.203125,0.640625
661.8125,0.609375
662.421875,0.609375
663.03125,0.609375
663.625,0.593750
664.1875,0.562500
664.78125,0.593750
665.359375,0.578125
665.9375,0.578125
666.5625,0.625000
667.1875,0.625000
667.828125,0.640625
668.421875,0.593750
669.046875,0.625000
669.6875,0.640625
670.296875,0.609375
670.953125,0.656250
671.609375,0.656250
672.28125,0.671875
672.9375,0.656250
673.53125,0.593750
674.09375,0.562500
674.65625,0.562500
675.25,0.593750
675.859375,0.609375
676.5,0.640625
570.1875,0.687500
570.875,0.687500
571.53125,0.656250
572.171875,0.640625
572.828125,0.656250
573.515625,0.687500
574.25,0.734375
574.984375,0.734375
575.6875,0.703125
576.359375,0.671875
577.015625,0.656250
577.65625,0.640625
578.265625,0.609375
578.890625,0.625000
579.515625,0.625000
580.1875,0.671875
580.890625,0.703125
581.640625,0.750000
582.359375,0.718750
583.0625,0.703125
583.75,0.687500
589.171875,0.703125
589.875,0.703125
590.5625,0.687500
591.25,0.687500
591.9375,0.687500
592.625,0.687500
593.3125,0.687500
593.96875,0.656250
594.625,0.656250
677.171875,0.671875
677.84375,0.671875
678.453125,0.609375
679.09375,0.640625
679.734375,0.640625
680.453125,0.718750
681.140625,0.687500
681.734375,0.593750
682.3125,0.578125
682.921875,0.609375
683.546875,0.625000
684.203125,0.656250
684.90625,0.703125
685.546875,0.640625
686.140625,0.593750
686.703125,0.562500
687.25,0.546875
687.828125,0.578125
688.5625,0.734375
689.265625,0.703125
689.9375,0.671875
690.578125,0.640625
691.25,0.671875
691.90625,0.656250
692.53125,0.625000
693.203125,0.671875
693.90625,0.703125
694.578125,0.671875
695.25,0.671875
695.890625,0.640625
595.28125,0.656250
615.46875,0.609375
616.09375,0.625000
616.6875,0.593750
617.3125,0.625000
617.96875,0.656250
618.65625,0.687500
619.3125,0.656250
619.96875,0.656250
620.59375,0.625000
621.1875,0.593750
621.765625,0.578125
622.34375,0.578125
622.953125,0.609375
623.640625,0.687500
624.296875,0.656250
624.96875,0.671875
625.734375,0.765625
626.46875,0.734375
627.140625,0.671875
627.765625,0.625000
628.375,0.609375
629.015625,0.640625
629.671875,0.656250
630.3125,0.640625
630.921875,0.609375
631.546875,0.625000
632.1875,0.640625
632.890625,0.703125
633.59375,0.703125
696.515625,0.625000
697.125,0.609375
697.71875,0.593750
698.359375,0.640625
699.0625,0.703125
699.828125,0.765625
700.5625,0.734375
701.28125,0.718750
701.953125,0.671875
702.578125,0.625000
703.21875,0.640625
704.0,0.781250
704.734375,0.734375
705.390625,0.656250
706.0,0.609375
706.59375,0.593750
707.21875,0.625000
707.875,0.656250
708.546875,0.671875
709.28125,0.734375
710.0625,0.781250
710.828125,0.765625
711.5625,0.734375
712.25,0.687500
712.90625,0.656250
713.5625,0.656250
714.21875,0.656250
714.875,0.656250
715.546875,0.671875
716.25,0.703125
716.96875,0.718750
717.6875,0.718750
718.375,0.687500
719.015625,0.640625
719.625,0.609375
720.265625,0.640625
720.9375,0.671875
721.609375,0.671875
722.28125,0.671875
722.90625,0.625000
723.5,0.593750
724.09375,0.593750
724.71875,0.625000
725.421875,0.703125
726.125,0.703125
726.859375,0.734375
727.609375,0.750000
728.265625,0.656250
728.96875,0.703125
729.71875,0.750000
730.390625,0.671875
730.96875,0.578125
731.546875,0.578125
732.125,0.578125
732.71875,0.593750
733.359375,0.640625
734.0625,0.703125
734.796875,0.734375
735.484375,0.687500
736.125,0.640625
634.25,0.656250
